"","x"
"443","Nothing good has ever come from salad #salmonella #woolworths #coles"
"444","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"445","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"446","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"447","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"448","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"449","RT @abcnews: #Woolworths shareholders warned more will have to be spent to end #Masters disaster https://t.co/l6MMxWc9fp"
"450","Bugger! Bugger! Bugger! Found some #salad in my #Italian #huntsman #spider mix. I hate green food. #woolworths #spidergate #viralarachnid"
"451","RT @abcnews: #ACCC v #Woolworths: Supermarket faces lengthy court battle with regulator https://t.co/JtXaSzisY9"
"452","RT @TheNewDailyAu: Aldi has upped the ante in its war on traditional supermarkets: https://t.co/YTymmdym8n #aldi #Woolworths #coles https:/‚Ä¶"
"453","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"454","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"455","@ParentsVoiceAu so none of this then... #Woolworths https://t.co/KM2gGTUp1N"
"456","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"457","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"458","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"459","#USAfricaBF Telecast: Sydney woman films huge spider crawling inside bag of #Woolworths pr‚Ä¶ https://t.co/ifwqjJjF9n https://t.co/LDSXF2DskV"
"460","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"461","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"462","RT @abcnews: #Woolworths shareholders warned more will have to be spent to end #Masters disaster https://t.co/l6MMxWc9fp"
"463","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"464","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"465","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"466","RT @abcnews: #Woolworths shareholders warned more will have to be spent to end #Masters disaster https://t.co/l6MMxWc9fp"
"467","#USAfricaBF Telecast: Sydney woman films huge spider crawling inside bag of #Woolworths pr‚Ä¶ https://t.co/AcG2k060ld https://t.co/PcCOrl1TNT"
"468","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"469","I avoid problems of salmospidella by just not eating salads #woolworths #salmonella #spiders #salad #meatistheanswer"
"470","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"471","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"472","RT @krock955: Sooooo #Woolworths can't get a break at the moment... #spiders #scary #lettucegate #LettuceRecall @JoshOlek https://t.co/OfzK‚Ä¶"
"473","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"474","Sooooo #Woolworths can't get a break at the moment... #spiders #scary #lettucegate #LettuceRecall @JoshOlek https://t.co/OfzK3Fsv5f"
"475","Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/MMrTvGW5ya https://t.co/zR6cnBHefJ"
"476","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"477","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"478","#woolworths is now trending in #Sydney https://t.co/pCmfpRNn0r"
"479","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"480","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"481","@abcnews @Coles @woolworths #Woolworths I'd much rather the spider than the salmonella! #coles"
"482","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"483","All this talk about lettuce salmonella poisoning is just plain radicchio #Coles #Woolworths"
"484","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"485","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"486","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"487","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"488","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"489","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"490","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"491","Breaking: woman films huge spider inside bag of #Woolworths pre-packaged salad, MSM report it had Syrian passport &amp; multi tossing capability"
"492","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"493","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"494","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"495","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"496","#Great I have #toxic lettuce from #Coles &amp; #Woolies
Major #salmonella #outbreak:
https://t.co/jlmGeGKMvs
#Woolworths https://t.co/t1rWGJ2fT1"
"497","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"498","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"499","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"500","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"501","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"502","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"503","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"504","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"505","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"506","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"507","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"508","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"509","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"510","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"511","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"512","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"513","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"514","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"515","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"516","This is exciting!! RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths (cont) https://t.co/e2dZsCUHYd"
"517","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"518","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"519","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"520","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"521","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"522","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"523","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"524","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"525","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"526","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"527","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"528","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"529","Pre-packaged salad not having the best of weeks... #Woolworths #Coles  https://t.co/2C6upK6fUY"
"530","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"531","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"532","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"533","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"534","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"535","#news Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/MdCixuBGez https://t.co/JxKd0baYIV"
"536","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"537","#news #Woolworths shareholders warned more will have to be spent to end #Masters disaster https://t.co/Yo5LtYm6uc"
"538","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"539","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"540","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"541","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"542","#auspol #woolworths  https://t.co/DLb4E5WeUG"
"543","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"544","RT @abcnews: Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHF‚Ä¶"
"545","Sydney woman films huge spider crawling inside bag of #Woolworths pre-packaged salad https://t.co/uD1Cdq18Zq https://t.co/ebHFcsUBOP"
"546","#USAfricaBF Telecast: #Woolworths shareholders warned more will have to be spent to end #M‚Ä¶ https://t.co/hjc1CYvYss https://t.co/zEIk9rQqIJ"
"547","All you need is love... And gifts that only he would love.. #ValentinesDay #Woolworths #allyouneedislove #woolies... https://t.co/7OdgAtfDlp"
"548","RT @abcnews: #Woolworths shareholders warned more will have to be spent to end #Masters disaster https://t.co/l6MMxWc9fp"
"549","#Woolworths shareholders warned more will have to be spent to end #Masters disaster https://t.co/l6MMxWc9fp"
"550","#saddogsoutsideshops #saddogsofbondi #woolies #woolworths #bondi #bondibeach  #bondiroad #sydney‚Ä¶ https://t.co/grw3SAJBaq"
"551","RT @ModdityDodds: Missing millions date back to #Woolworths ownership of #DSE https://t.co/dW3icaPF9n via @canberratimes #wages"
"552","My #salad bowl. #salmonella &amp; spider free. Thank you #Coles &amp; #Woolworths now #Australians will‚Ä¶ https://t.co/LVdr3c2A2H"
"553","Missing millions date back to #Woolworths ownership of #DSE https://t.co/dW3icaPF9n via @canberratimes #wages"
"554","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"555","Salmonella outbreak linked to #Coles and #Woolworths lettuce  https://t.co/4BEkooj5MD via @canberratimes #freshfood #people"
"556","Is it only me that struggles to open those plastic shopping bags at the supermarket &amp; fruit/Vege store? #1stWorldProblem #Coles #Woolworths"
"557","RT @7NewsSydney: Spider in bag of lettuce. Woolworths are ""very concerned."" https://t.co/BJ6DQURIwZ #Woolworths #Spider #7News https://t.co‚Ä¶"
"558","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"559","RT theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/m6gnsJAF39 https://t.co/YtUF4zyXxS"
"560","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"561","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"562","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"563","More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"564","RT @theheraldsun: #Salmonella outbreak: Full list of affected @Coles, #Woolworths salad products here.
https://t.co/8uTs6hDHxt https://t.co‚Ä¶"
"565","RT @7NewsSydney: Spider in bag of lettuce. Woolworths are ""very concerned."" https://t.co/BJ6DQURIwZ #Woolworths #Spider #7News https://t.co‚Ä¶"
"566","Woolworths spokesperson confirms 28 confirmed cases of salmonella but warns it may just be the tip of the iceberg (lettuce) #Woolworths"
"567","RT @7NewsSydney: Spider in bag of lettuce. Woolworths are ""very concerned."" https://t.co/BJ6DQURIwZ #Woolworths #Spider #7News https://t.co‚Ä¶"
"568","RT @7NewsSydney: Spider in bag of lettuce. Woolworths are ""very concerned."" https://t.co/BJ6DQURIwZ #Woolworths #Spider #7News https://t.co‚Ä¶"
"569","Another reason to #growyourown if you can. #salmonellaoutbreak #health #coles #woolworths https://t.co/nu6v5JyWEl"
"570","RT @7NewsSydney: Spider in bag of lettuce. Woolworths are ""very concerned."" https://t.co/BJ6DQURIwZ #Woolworths #Spider #7News https://t.co‚Ä¶"
"571","RT @7NewsSydney: Spider in bag of lettuce. Woolworths are ""very concerned."" https://t.co/BJ6DQURIwZ #Woolworths #Spider #7News https://t.co‚Ä¶"
"572","RT @WilkesBarre_NC: Basement of former Woolworth's store in Wilkes-Barre to become high-tech ... - Wilkes Barre Times-Leader: Wilk... https‚Ä¶"
"573","@IgnatiusHefer Hi Ignatius. We'd like to bring this to the attention of our Foods team. Please drop us a mail on custserv@woolworths.co.za"
"574","The Happiness of Giving with MySchool https://t.co/xqZDqsZX76 #earthcred @WOOLWORTHS_SA"
"575","The Happiness of Giving with MySchool https://t.co/xqZDqsZX76   via @YouTube #earthcred @WOOLWORTHS_SA"
"576","@iAmAlika_ Yum! :)"
"577","@Just_Azi Please mail us on custserv@woolworths.co.za if you receive any quality issues. We'd love to help!"
"578","I'm earning #earthcred for making a difference. @AdeleStrydom85, are you with us? #pharrellwithwoolies @Woolworths_SA - Come on over!"
"579","Our veg garden -  a little bit of heaven #pharrellwithwoolies @WOOLWORTHS_SA #earthcred https://t.co/tInmXoZEw3"
"580","@RGilham Please DM us your email address &amp; cellphone number as our customer team would like to get in touch?"
"581","I'm earning #earthcred for making a difference. @BoogyGirl587, are you with us? #pharrellwithwoolies @Woolworths_SA - Join now!"
"582","I'm earning #earthcred for making a difference. @AdeleStrydom85, are you with us? #pharrellwithwoolies @Woolworths_SA - Join now!"
"583","I'm at @Woolworths in Kellyville, New South Wales https://t.co/qmGNh8hujY https://t.co/5SX35PewPU"
"584","omfg https://t.co/3v4MraZ2fV"
"585","#WoolmarkPrize #woolworths still looking for a new #CEO"
"586","Suppory MySchool by simply swiping your WRewards Card! Its easy  #pharrellwithwoolies @WOOLWORTHS_SA #earthcred https://t.co/1AJGTm0kUx"
"587","I got my mug thank you @WOOLWORTHS_SA happy valentines day Ì†ΩÌ≤ì https://t.co/HNYWUAN8ur"
"588","I'm earning #earthcred for making a difference. @BoogyGirl587, are you with us? #pharrellwithwoolies @Woolworths_SA Show off your veg garden"
"589","I'm earning #earthcred for making a difference. @AdeleStrydom85, are you with us? #pharrellwithwoolies @Woolworths_SA Show off your herbs!"
"590","fuckinh Woolworths makes it so hard to find moisturiser"
"591","Books covered in recycled newspaper are just too beautiful :)  #pharrellwithwoolies @WOOLWORTHS_SA #earthcred https://t.co/tn6XSpDow8"
"592","I'm earning #earthcred for making a difference. @BoogyGirl587, are you with us? #pharrellwithwoolies @Woolworths_SA come and join us!"
"593","I'm earning #earthcred for making a difference. @AdeleStrydom85, are you with us? #pharrellwithwoolies @Woolworths_SA you can do this!"
"594","Check out the Woolies Sustainable Seafood Guide https://t.co/IYcyU1p5CW #pharrellwithwoolies @WOOLWORTHS_SA #earthcred"
"595","#Queensland #Jobs Deli Team Member - Woolworths The Range: Woolworths‚Ä¶ https://t.co/7GBhlgJgk4 &gt;&gt; For More Jobs ‚Äì Please Go2 Our Page!"
"596","@ntkingo_1989 just got back from Woolworths and contemplated getting some discounted Valentines flowers as a joke."
"597","@WOOLWORTHS_SA what are your operating hours in Blue Hills? On the website it says 8am, my watch says 8:34 https://t.co/2uf2sOkSLO"
"598","I got a sneak preview of the Disney Movies Stars today. It's the brand new collectable coming to Woolworths... https://t.co/VPQgGgz2Ep"
"599","Love these Valentine chocs from @WOOLWORTHS_SA https://t.co/7EpeYhKU6x"
"600","Valentine's Day deco #woolworths #waverleygardens https://t.co/ej3MMNLV1m"
"601","I just spent $115 @ Woolworths &amp; under their revamped rewards program that gives me zero reward $ Ì†ΩÌ±éÌ†ΩÌ±éÌ†ΩÌ±é#Woolworths. I'll be shopping @ #Coles"
"602","RT @ninatimm: Spread the love people! Happy Valentine's @woolworths_sa @wwtaste @valrhona #chocolate‚Ä¶ https://t.co/isfQCDRDHE"
"603","#job #work: Bakery Team Member - Woolworths Double Bay: Woolworths Supermarkets - Sydney, ... https://t.co/Ri7V9JtUzF #vacancy #Australia"
"604","I really hope this isn't true!!  Surely people know these brands are in competition with each other?  One day we... https://t.co/wPQqbw21kS"
"605","8:14 @WOOLWORTHS_SA Nicolway and nobody is attempting to let us in. Even after the manger noticed us we waited https://t.co/NTTJSOLF1q"
"606","RT @Senor_Phantom: Things she will love from @woolworths_sa @canal_walk #CWLove #ObjectsOfAffection #FashionForLife!! https://t.co/ef6rJulB‚Ä¶"
"607","Spread the love people! Happy Valentine's @woolworths_sa @wwtaste @valrhona #chocolate‚Ä¶ https://t.co/isfQCDRDHE"
"608","If you buy your missus flowers from Woolworths, you definitely ain't get no V this Valentine's Day!"
"609","@nicolemalan @WOOLWORTHS_SA you are paying R15 for the privilege of buying a Woolworths product"
"610","RT @seearjay: Woman complains to Woolworths because they won't exchange Coles milk https://t.co/ZldGLMz715"
"611","Not the freshest looking ham @woolworths #liftyourgame https://t.co/ULnkb5vTBu"
"612","Polenta is weirdly hard to find. Woolworths didn't have any and all Coles had was a shrink-wrapped gross looking premade brick."
"613","Making the mistake of shopping while hungry Ì†ΩÌ∏® ‚Äî I'm at Woolworths in Cheltenham, Victoria https://t.co/zcYNW2Vs5h"
"614","@MarikaSboros this is what ADSA came up with for woolworths https://t.co/OtbA1OdoPP and I see low fat sugary drinks..."
"615","Hi .@WOOLWORTHS_SA, your #StoreLocator doesn't work too well, it seems, when I look for the store less than 5km away Ì†æÌ¥î"
"616","Woolworths tryna chow our money with these goodies Ì†ΩÌ∏≠"
"617","Woman complains to Woolworths because they won't exchange Coles milk https://t.co/ZldGLMz715"
"618","Houston, we have a problem! #somuchcatfood #woolworths #sale #halfprice #stockedup #whiskers‚Ä¶ https://t.co/AWh8OqwobF"
"619","RT @DailyMailAU: Woman complains to Woolworths because they won't exchange Coles milk https://t.co/0cfwpjqLza https://t.co/TnqaJ4gDsW"
"620","#AustraliaJobs Bakery Team Member - Woolworths Double Bay: Woolworths Supermarkets - Sydney, ... https://t.co/2uEDc09fWb #Australia #Jobs"
"621","Happy Valentine's! All we need is love &amp; good wine! The brunette celebrating with this petit gateau @WOOLWORTHS_SA https://t.co/mO1PCuwmrg"
"622","Quick breakfast before we are off to church ... Thanks to @woolworths_sa for these alphabet‚Ä¶ https://t.co/EoQ18vky0X"
"623","#rosepetalheart #valentines #mylove ‚ô° rose petals bought @WOOLWORTHS_SA  #geniusidea #creativeopportunity https://t.co/h1g0zN7TOj"
"624","Will Coles and Woolies lift their game? https://t.co/YXQ1Ty5v7P (Business) #melbourne #victoria"
"625","40 days with no media, including Twitter and FB. I found out David Bowie passed away two weeks later in a Woolworths queue #NowIKnow"
"626","Hey Woolworths, why are you selling cheese a week past its best before date? https://t.co/tQriWLIZVb"
"627","Do you think Woolworths had some strategic shelf stacking this week? ÌÆ∏Ìº¥
Chocolates to the left and tissues to the... https://t.co/XQfdDCCdTb"
"628","Could Woolworths' pilot of collection points work for convenience stores too?https://t.co/J52Q88cqiR  #cstore https://t.co/HAKdqwze8R"
"629","#Sydney #Jobs Deli Team Member - Woolworths Nambucca Heads: Woolworths‚Ä¶ https://t.co/lb8pmlEEvi &gt;&gt; For More Jobs ‚Äì Please Go2 Our Page!"
"630","#Frankfurt #stocks: Woolworths Group : #Market Analysts conclude light sales profits in Feb 2016. https://t.co/Tmt0inL9Pe #Growth"
"631","@MaiLas @jamieoliver @woolworths Yep a great ambassador for a big #gambling company #ethicalinvesting #divest https://t.co/NfZeia0UrZ"
"632","Someone is whistling the @woolworths theme song outside my window. He's clearly out of fresh ideas."
"633","@geniuspenguin @jamieoliver @woolworths still promotes liquor discounts on customer register dockets #sdoh #publichealth #alcohol #sugar"
"634","RT @brucerossbrc: Barnaby's rise to expose fundamental conflict
Libs are party of Coles/Woolworths who crush small business &amp; farmers - the‚Ä¶"
"635","At woolworths today and Moo comes to me with this can of tuna a little worried.....
She says‚Ä¶ https://t.co/Nr9rGx9fTP"
"636","'Too much protein for me': Man complains to Woolworths after his boiled free range egg had a dead ..."
"637","RT @Stawell_Gift: Athletes: Only 7 days left to register for this year's @woolworths #StawellGift! https://t.co/KBZTUSkziD https://t.co/jXP‚Ä¶"
"638","Save up to Half Price on Furniture, Homeware, Electricals and much more at Woolworth's UK ... https://t.co/w4MScu6h7V"
"639","Woolworths and Coles supermarkets: Stop wrapping small portions of herbs, vegetables and fruit in ... https://t.co/hSYhvpt4hP via @ChangeAUS"
"640","Just met Patrick Warburton (Aka Joe Swanson) in Woolworths, we both went to pick up the same BBQ Soya crisps. Let him have them though."
"641","#allyouneedislove....need these....love these @WOOLWORTHS_SA #ValentinesDay!! https://t.co/SQA6bUHBoB"
"642","Woolworths has been accused of abusing its market position to get $18m out of its suppliers https://t.co/CMnBXxORrr https://t.co/o3tMT0PeSi"
"643","Things she will love from @woolworths_sa @canal_walk #CWLove #ObjectsOfAffection #FashionForLife!! https://t.co/ef6rJulBoT"
"644","#allyouneedislove &amp; all this for an extra special valentines day from @WOOLWORTHS_SA!! https://t.co/043qarCTIb"
"645","woolworths"
"646","Half Price Deals at Woolworths - https://t.co/qstFCVRFgO https://t.co/zMmHq5m4qM"
