"","x"
"192","RT @SC2_ONLINE: OSC supporters @Razer have what you need to survive a zombie apocalypse - a Nabu Smartband!!
https://t.co/2rMHGnRdu4
https:‚Ä¶"
"193","RT @SC2_ONLINE: OSC supporters @Razer have what you need to survive a zombie apocalypse - a Nabu Smartband!!
https://t.co/2rMHGnRdu4
https:‚Ä¶"
"194","should i cop @AmitySykes https://t.co/8QhMwtZWBJ"
"195","#Stockings w #capes!! Shall i buy...orz #EBgames #sofunny @ Perth, Australia https://t.co/YSZKtAaNBq"
"196","So apparently EBGames isn't selling the physical copy of Gravity Rush and that's the reason why it's so expensive in Amazon.ca"
"197","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"198","I'm gonna take the empty LD box in an EBGames bag with me to pick up the boy and tell him I needed a spare box for rubbish @AmberR49 muhahah"
"199","@JaredSecretcode I saw that yugioh card set at EBgames today and almost bought it ahaha"
"200","stares at recycled copy of dying light on ebgames"
"201","i was RLY wanting gen 1 pokemon tho i bEGGED my dad to get me a gameboy and when ever we went to ebgames or whatever it was I WOULD CRY"
"202","@Vangelus I like couldn't believe it when I saw it??? The EBgames in the mall also had the Finn I was like :O"
"203","@scree06 $46 if you're still interested at EBGames."
"204","Ain't no one going to EBGames for that"
"205","@EBGamesAus - Question, is this one of the 20th anniversary items in the plastic case? https://t.co/VND32KhHEL"
"206","@anabchamploni EBGames no Canad√°"
"207","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"208","Adrian just picked up his pre-order for ps4 in Ebgames for a system we don't own yet. #ps3problems"
"209","i want to go to ebgames but its so far and its so cold...."
"210","@Arekkz I went to per order it at ebgames and didn't get a beta code. They said there is no beta for it"
"211","also whenever I'm at ebgames the employee always recs me otome games bc it says I've bought them there before lmao"
"212","POP arrivals! https://t.co/e42qRXbt9i"
"213","also ive got like 3, maybe 4 games i can trade to EBgames for game credit which is good but also not bc i kno ill use it to buy cod games"
"214","@DudeItsAllyA The tickets are only at select locations. Check the link here: https://t.co/Ln4xQNjxtO"
"215","@LeoSauce Oh true, IDK IF I CAN BETRAY NOHR I'M AAh. Well the special edition is just this https://t.co/c96L58QZbk SO MUCH $$$$"
"216","Think i might get this https://t.co/6OrrTpafIp"
"217","@BlueMaxima $28 ebgames, get them while they are hot"
"218","@Rosenpantz i mean its advertised that its coming to aus???? https://t.co/7w90lgktPr"
"219","Rock Band 4 for $249 is pretty darn good, veeery tempting https://t.co/DgMumwG7lT"
"220","@AceStarThe3rd hey Ace, is Paper Jam any good? My friend who works at EBgames told me it's bad"
"221","RT @drakee4889: @SdotStormzHD I got this with the game it was called gold edition at ebgames aka gamestop https://t.co/9ZgdigdZYB"
"222","RT @drakee4889: @SdotStormzHD I got this with the game it was called gold edition at ebgames aka gamestop https://t.co/9ZgdigdZYB"
"223","RT @drakee4889: @SdotStormzHD I got this with the game it was called gold edition at ebgames aka gamestop https://t.co/9ZgdigdZYB"
"224","@SdotStormzHD I got this with the game it was called gold edition at ebgames aka gamestop https://t.co/9ZgdigdZYB"
"225","I am currently at level 2 and can now say with absolute certainty that I have no idea WTF the ebgames card is supposed to do and/or mean"
"226","Only 11 more days to get your Mew codes  #pokemon20 #pokemon #151 #gamestop #ebgames #GAME https://t.co/TVXsjbrNAc"
"227","https://t.co/gy7yZBDy0y kind of wanna pre order this but i don't trust the statue to not be cheaply made"
"228","New arrivals! https://t.co/dIre8Jy0zf"
"229","@MisterCelebi tu peux en trouver chez ebgames je pense :)"
"230","@Power_Rings Yup cx I ordered it from EBGames so I have the CW content cx. Well it says 1-2 cx"
"231","RT @EBGamesCanada: Pre-order the new Uncharted 4 PS4 bundle and receive EB exclusive in-game goods and more!

https://t.co/hUq6c94lwx https‚Ä¶"
"232","Pre-order the new Uncharted 4 PS4 bundle and receive EB exclusive in-game goods and more!

https://t.co/hUq6c94lwx https://t.co/SWhqY7uJ0S"
"233","@brad_mulvihill @Herfxi Mew code for Pok√©mon X, Y, Omega Saph. &amp; Ruby. It's available at EBGames or GameStop"
"234","@RedBrana pok√©mon 20th anniversary giving a pok√©mon each month in gamestop/ebgames stores"
"235","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"236","RT @RedBrana: Need to head over to ebgames sometime today"
"237","Need to head over to ebgames sometime today"
"238","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"239","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"240","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"241","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"242","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"243","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"244","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"245","RT @EBGamesCanada: Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https‚Ä¶"
"246","Hey, listen! The Wii U HD remake of Twilight Princess hits stores on Mar 4!

#Zelda #WiiU

https://t.co/44k6CONjCB https://t.co/le34PnoQRV"
"247","Pas de code pour #Mew en France, si un Canadien va √† EBGames ou un Belge √† GameMania? y'a moyen de prendre un code svp? #Pokemon20"
"248","@EBGamesCanada  and ebgames locations in greater toronto area have mew codes left?"
"249","@merrittkopas 90s Nintendo grew up really desperate to work at EBGames and then got fired after stealing preorder bonuses"
"250","#ebgames #giftcards  Ugh, I have proof, a receipt, of a gift card balance and EB Games is unwilling to honour it.  Don't buy gift cards!"
"251","Part Nine:Priceless
#adventuresofnessandlucas #ebgames #wiiu #ness #lucas #Amiibo #earthbound #DarkSideToyReviews https://t.co/cGSXQdSN6F"
"252","RT @YungNeckass: #GreetTheAlienIn5Words hey guys welcome to ebgames"
"253","#GreetTheAlienIn5Words hey guys welcome to ebgames"
"254","I am always in ebgames 2015 thank you Iris for the taking the pictures  #eglinton https://t.co/yb2KDwTw4C"
"255","RT @EBGamesAus: Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https:‚Ä¶"
"256","RT @EBGamesAus: Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https:‚Ä¶"
"257","i was at ebgames yesterday and the sony rep was talking about his son &amp; him &amp; the 2 clerks verbally agreed ""kids need to be beat"" Ì†ΩÌ∏±Ì†ΩÌ∏±Ì†ΩÌ∏±"
"258","@BlackboltBlade --to EBgames it goes and since my mom's going there tomorrow I hope I can check beforehand..."
"259","RT @SC2_ONLINE: OSC supporters @Razer have what you need to survive a zombie apocalypse - a Nabu Smartband!!
https://t.co/2rMHGnRdu4
https:‚Ä¶"
"260","OSC supporters @Razer have what you need to survive a zombie apocalypse - a Nabu Smartband!!
https://t.co/2rMHGnRdu4
https://t.co/gQGTWSO2PE"
"261","RT @EBGamesAus: Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https:‚Ä¶"
"262","RT @EBGamesAus: Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https:‚Ä¶"
"263","RT @EBGamesAus: Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https:‚Ä¶"
"264","RT @EBGamesAus: Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https:‚Ä¶"
"265","RT @EBGamesAus: Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https:‚Ä¶"
"266","Loot will divide us, great views will unite us.

Tom Clancy's The Division is out NEXT MONTH https://t.co/Gbxd0tpSFm https://t.co/maxFuRtqml"
"267","@Herfxi Did you just walk into EBGames/GameStop and ask for the code?! Is it free?"
"268","@Schemzeeee You're off your banana cunt
https://t.co/DMg6IA4wUE"
"269","Just got my mew code from ebgames time to get my level 100 mew and make the elite four realize who is the pokemon master again"
"270","@Sliwinski @LukeLawrie but if you're silly you can go to @ebgames and pay $100-110 for a new game"
"271","Finally released today Ì†ΩÌ∏çÌ†ΩÌπå 
#ebgames #acchronicles #assassinscreedchronicles #xboxone‚Ä¶ https://t.co/808u2U661O"
"272","EBgames Canada Still has Mythical Mew plush and figure for sale. via /r/pokemon @Nekoze https://t.co/UccBjbCjwG"
"273","@alanahoskin Your local store will have access to that info. Best to get in touch: https://t.co/ZJXIQ5G9Lf :)"
"274","RT @MEIDARA_UCHIHA: @SdotStormzHD ebgames doing some false advertisement / scam on Storm 4 pre order bonus, might need to contact a manger ‚Ä¶"
"275","RT @MEIDARA_UCHIHA: Tired of ebgames sht, never buying from there again."
"276","RT @1976charger: @ebgames seriously hire the dumbest staff"
"277","RT @RoberGutie: @HeyRaguio yeah I've heard of that. GameStop/EBGames usually doesn't care enough to help there."
"278","RT @Vaultsie: Just called ebgames trying to add a giftcard to my order and apparently they can't do that ;~; I'm actually surprised they ca‚Ä¶"
"279","RT @_xToka: I canceled Halo 5 because i told them I wanted the collectors edition and they gave me the limited edition. I hate those EBGame‚Ä¶"
"280","RT @PhoenixFlamez07: $25 for a limited edition #Pokemon plush at #EBGames is murder. I get Pokemon will be 20 but to milk us for our money ‚Ä¶"
"281","RT @xdorKusmaxIMusx: EBGames (which turned into GameStop) use to be my favorite place to go. But it looks like I'm going back to Walmart or‚Ä¶"
"282","@DyingLightGame The Following - Enhanced Edition is out now! Watch the launch trailer https://t.co/uKdS2FWC5Q buy it https://t.co/wMIIrMlRW8"
"283","Steam coming to retail stores with dedicated space at GameStop, EB Games and Game UK https://t.co/vX5YvwKK5j"
"284","15 minutes early so time to probably end up buying something at ebgames"
"285","@KoeiTecmoUS Playstation 4 from EbGames/Gamestop"
"286","RT @EBGamesCanada: New @OriginalFunko pops available in-store and online! 

https://t.co/XEFn4eY4Xu

#BatmanvSuperman #ItsATrap https://t.c‚Ä¶"
"287","RT @EBGamesCanada: New @OriginalFunko pops available in-store and online! 

https://t.co/XEFn4eY4Xu

#BatmanvSuperman #ItsATrap https://t.c‚Ä¶"
"288","EBGames (which turned into GameStop) use to be my favorite place to go. But it looks like I'm going back to Walmart or Target"
"289","Available now! https://t.co/bwddrHxf8v"
"290","Amiibo restock https://t.co/rmKDFagjYa"
"291","@olvr_pbln @bakapickle I can't exactly go into ebgames rn for no reason. Crutches and all"
"292","@Wario64 not as cheap as my local ebgames selling it for at one point, was $5 at one point"
"293","RT @EBGamesCanada: New @OriginalFunko pops available in-store and online! 

https://t.co/XEFn4eY4Xu

#BatmanvSuperman #ItsATrap https://t.c‚Ä¶"
"294","$25 for a limited edition #Pokemon plush at #EBGames is murder. I get Pokemon will be 20 but to milk us for our money ? there are limits."
"295","RT @EBGamesCanada: New @OriginalFunko pops available in-store and online! 

https://t.co/XEFn4eY4Xu

#BatmanvSuperman #ItsATrap https://t.c‚Ä¶"
"296","why did I preorder FE:fates on EBgames because I won't be able to play it till end of March Ì†ΩÌ∏≠"
"297","Leaving to ebgames in 20min to pick up #NarutoStorm4 praying it's not closed due to the snow... H"
"298","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"299","aw daaayummmm https://t.co/HGJVgAwkFH"
"300","@EBGamesCanada do you know if ebgames in Halifax N.S area will be open today?"
"301","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"302","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"303","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"304","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"305","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"306","@TESOnline @steam_games Discount is $50 yet EBGames sells it for $18... okay then."
"307","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"308","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"309","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"310","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"311","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"312","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"313","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"314","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"315","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"316","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"317","RT @EBGamesAus: Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"318","Far Cry Primal is out in just 2 weeks!

Check it out: https://t.co/kbuQZe1Z7l https://t.co/lixCz6RKVT"
"319","@MD_Chaos4 I have no problems with it or its Canadian sister (EBGames)."
"320","RT @CapcomAustralia: Only one week to go until SFV is released Australia wide! Have you pre-ordered your Collector's Edition yet? Head... h‚Ä¶"
"321","Only one week to go until SFV is released Australia wide! Have you pre-ordered your Collector's Edition yet? Head... https://t.co/DTDUbuNYyl"
"322","I went to EBGames to buy the 20th anniversary Mew but it was smaller that i thought, and i really dont like the material... So i didnt buyÌ†ΩÌ∏¢"
"323","@WoobieZarz @insomniacgames This means we're the only retailer stocking the game :) You can read all about it here: https://t.co/1Jcnm5lubF"
"324","RT @BluemouthInt: Exclusive @DarkSoulsGame III collector's strategy guide opens for pre-order at #ebgamesau. https://t.co/ytyCz0e5ge https:‚Ä¶"
"325","RT @xAlex32x: Free Mew code at #EBgames till the 24th! Guess who just got theirs? #gamer #pokemon #pokemon20 https://t.co/tIzCRoCCI6"
"326","Free Mew code at #EBgames till the 24th! Guess who just got theirs? #gamer #pokemon #pokemon20 https://t.co/tIzCRoCCI6"
"327","RT @BluemouthInt: Exclusive @DarkSoulsGame III collector's strategy guide opens for pre-order at #ebgamesau. https://t.co/ytyCz0e5ge https:‚Ä¶"
"328","RT @BluemouthInt: Exclusive @DarkSoulsGame III collector's strategy guide opens for pre-order at #ebgamesau. https://t.co/ytyCz0e5ge https:‚Ä¶"
"329","EBgames Canada Still has Mythical Mew plush and figure for sale. via /r/pokemon @Nekoze https://t.co/UccBjbCjwG"
"330","RT @EBGamesAus: Adorable, adorable I tells ya! 
#squirtle #pokemon #ebgames #videogames #gaming https://t.co/jvWemVBHGg https://t.co/5VefvT‚Ä¶"
"331","RT @EBGamesAus: Adorable, adorable I tells ya! 
#squirtle #pokemon #ebgames #videogames #gaming https://t.co/jvWemVBHGg https://t.co/5VefvT‚Ä¶"
"332","RT @EBGamesAus: Adorable, adorable I tells ya! 
#squirtle #pokemon #ebgames #videogames #gaming https://t.co/jvWemVBHGg https://t.co/5VefvT‚Ä¶"
"333","RT @BluemouthInt: Exclusive @DarkSoulsGame III collector's strategy guide opens for pre-order at #ebgamesau. https://t.co/ytyCz0e5ge https:‚Ä¶"
"334","RT @BluemouthInt: Exclusive @DarkSoulsGame III collector's strategy guide opens for pre-order at #ebgamesau. https://t.co/ytyCz0e5ge https:‚Ä¶"
"335","RT @BluemouthInt: Exclusive @DarkSoulsGame III collector's strategy guide opens for pre-order at #ebgamesau. https://t.co/ytyCz0e5ge https:‚Ä¶"
"336","Exclusive @DarkSoulsGame III collector's strategy guide opens for pre-order at #ebgamesau. https://t.co/ytyCz0e5ge https://t.co/1OfbK1Uxmp"
"337","Worst fucking customer support 
#ebgames"
"338","https://t.co/iGUO7WVNgW do i want this or no........"
"339","About to get the season pass for black ops 3 at ebgames"
"340","Today's arrivals. https://t.co/G5iugCgZhw"
"341","@EBGamesCanada I know, I was one of the 10 lucky person to preorder it at the EBGames in Metro MgGill. I have the receipt for my deposit."
"342","@EBGamesCanada I walk, only a 20min walk to my ebgames, I just hope we don't get hit hard so I can pick it up, waited to long !"
"343","RT @EBGamesAus: @DominicONPC This is the Yo Kai Watch gear that's on the way :) https://t.co/Wdea6g0TLT"
"344","Tomorrow is the day for #NarutoStorm4 ! Can't wait to go pick up my copy from ebgames, play some free battle then story mode!"
"345","@NintendoCanada who can/should I contact about getting a mew pokemon event code? As I don't live near an ebgames or gamestop."
"346","@megolovania No confirmed date or price at this stage Ravii :) https://t.co/zF7xWS9IQE"
"347","#LiveSmarter with Razer Nabu, out in 2 weeks! https://t.co/m99FQDJDqd https://t.co/g2Q6ubLZrp"
"348","@GrenouilGaming It's online only :) https://t.co/VxOmIYumge"
"349","NEW POKEMON LOOT AH https://t.co/Dj3sLnErJQ"
"350","https://t.co/PPtTbhOQgF          listen to Ike's voice. Oh my god. Dude sounds like the guy from ebgames. https://t.co/wIr7Wby9vO"
"351","Chapel street shops are all over Perth's shopping. Kim being cute #Pikachu #ebgames https://t.co/RxkRoTQdES"
"352","@pooooooof you can get a free code at GameStop/ebgames, my friend got it for me"
"353","@DominicONPC This is the Yo Kai Watch gear that's on the way :) https://t.co/Wdea6g0TLT"
"354","@Hitman just tried to pre order the game at Ebgames. They said they're not releasing 3/11. Will it it still be out 3/11 and only digital?"
"355","NEW 2015 EBGames Exclusive Nien Nunb (X-Wing Pilot) Star Wars - Funko Pop Rare https://t.co/nQwJMAWiOc #StarWars #‚Ä¶ https://t.co/kYywgYrINy"
"356","EB GAMES WHY YOU DO THIS TO ME!!! https://t.co/HZBSXOjCiG I actually need a new PS4.............."
"357","@Damac1214 it was onlt 15$ at EBGames AND IT WAS USED AND IT STILL HAS THE FUCKING MAP"
"358","Going to EBgames just to get mew"
"359","@EBGames yesterday, daughter to me: Mum how long have you been playing? There's a 5min limit. Give it up already, other people want to play!"
"360","my local ebgames store ran out of new codes OMG :("
"361","@CosmicVero a Mew? hasta ahora no, solo en Gamestop en USA y EBGames en Canada."
"362","#EBGames @ White Oaks Mall London has a stack of Mew promo code cards for Pokemon DS games. #mew‚Ä¶ https://t.co/mNIXHScV3n"
"363","If EBGames lowers the price on the Hyrule Edition on the 19th, I may get that. I can wait for it cause I don't need it right now."
"364","Managed to nab the last mew code from ebgames Cambie mall (?) Location. :&gt; he specifically told me that they were... https://t.co/VdZ49XDk2O"
"365","Sarah Lee so the codes are limited at least for ebgames. The clerk said they only received like 1000 codes and... https://t.co/SVyoPeplKp"
"366","RT @EBGamesCanada: The most awaited STORM game ever hits consoles on 2/9!

https://t.co/RNzABlV3I1 https://t.co/Kg5mnYYFW8"
"367","RT @EBGamesCanada: EB Games. PlayStation. Cineplex.  eSports. Call of Duty. Link for details: https://t.co/BdrWIlq7QV

#gameon https://t.co‚Ä¶"
"368","RT @EBGamesCanada: Don‚Äôt forget, EDGE members get 2x the bonus trade credit this weekend only! 

https://t.co/FTEbMhlyPu https://t.co/oeHOB‚Ä¶"
"369","RT @SEGA: The NA pre-order links for Amazon, EBGames.CA, and Video Games Plus are now live for SEGA 3D Classics Collection! https://t.co/eL‚Ä¶"
"370","@MarissaRoberto I overpaid. 290 for Japanese model with express shipping. 200 free shipping at ebgames. https://t.co/gHQtPfJ9S5"
"371","@JackInTheRoblox @ROBLOX I wish there was a hat for buying a $25 Dollar Roblox card at EBGames"
"372","@joerogan https://t.co/Ixq9mIE0j1
Doom Collectors Edition with 12 inch LED lit statue ;) Praise Odin! &lt;3 https://t.co/VvGFCvHQmT"
"373","@TheGTAGodfather @Cr3wBoss I will have to shoot down to the local EBGames and purchase it on the cheap so I can play it on the #XboxOne"
"374","https://t.co/PeLpAEAPMR @EBGamesAus will we be ever seeing this available again??? Can't believe i missed this :( sold in store?"
"375","Oh hey guys, welcome to EBGames"
"376","RT @EBGamesCanada: Don‚Äôt forget, EDGE members get 2x the bonus trade credit this weekend only! 

https://t.co/FTEbMhlyPu https://t.co/oeHOB‚Ä¶"
"377","RT @EBGamesCanada: Don‚Äôt forget, EDGE members get 2x the bonus trade credit this weekend only! 

https://t.co/FTEbMhlyPu https://t.co/oeHOB‚Ä¶"
"378","@gamespot yeah...  great if you live near an ebgames or GameStop"
"379","RT @EBGamesCanada: Don‚Äôt forget, EDGE members get 2x the bonus trade credit this weekend only! 

https://t.co/FTEbMhlyPu https://t.co/oeHOB‚Ä¶"
"380","Don‚Äôt forget, EDGE members get 2x the bonus trade credit this weekend only! 

https://t.co/FTEbMhlyPu https://t.co/oeHOBdapuA"
"381","@smrnov especially when ebgames has it for $70 and a po armour set lol. https://t.co/SgpW6WRHUQ"
"382","RT @EBGamesAus: JUST ANNOUNCED: The 1TB PlayStation 4 Limited Edition Uncharted 4: A Thief's End Bundle! https://t.co/rzS0wCDVWY https://t.‚Ä¶"
"383","RT @EBGamesAus: Just announced: LEGO Star Wars: The Force Awakens! Preorder the EB Exclusive Deluxe Edt: https://t.co/H3jEVPeSyj https://t.‚Ä¶"
"384","@Jemimaru ÿ¨ÿ®ÿ™ ÿßÿ™ŸÜŸäŸÜ ÿßŸÑŸäŸàŸÖ ŸÖŸÜ ebgames"
"385","@OceanicDreamz Unfortunately not. Keep an eye on our social media pages for announcements or check here regularly: https://t.co/zfikhAfoRI"
"386","@fanboyism_ig You get 20 bonus carrots for preordering, or 50 if it is an EB Exclusive. You can find out more here: https://t.co/SXTEJmZMm8"
"387","@blanc_syj thanks but i already got a mew code from ebgames!"
"388","Elder Scrolls Online for xbox one is nearly $50 cheaper in EBGames than on the xbox app store. This makes no sense."
"389","Got em!!!! Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
#deeznuts #pokemon #mew #gottacatchemall #ebgames #videogames #nintendo #3ds‚Ä¶ https://t.co/Ei6W1zBrSM"
"390","RT @EBGamesCanada: EB exclusive Dr. Who glow in the dark Funko now up for pre-order! Which one is your fav?

https://t.co/ZDlzAA95IK https:‚Ä¶"
"391","Canada | #FireEmblemFates 3DS edition is back on @EBGamesCanada! https://t.co/DLkJsPZs3Q https://t.co/zFWXHrFBOk"
"392","@XboxSupport should I get a new Xbox or get it fixed? I got mine from Ebgames"
"393","@GiantEnemyKebab @TheSaintISM @TumTuVak @LoS_au @fittersau @runfoxrun @al_hulme @jubsy @nicktideyart @zednad I WANT! https://t.co/vedRGi6Cck"
"394","@CremeLucia Wait EBGames is still in business?"
"395","RT @EBGamesCanada: EB Games. PlayStation. Cineplex.  eSports. Call of Duty. Link for details: https://t.co/BdrWIlq7QV

#gameon https://t.co‚Ä¶"
"396","RT @EBGamesCanada: EB Games. PlayStation. Cineplex.  eSports. Call of Duty. Link for details: https://t.co/BdrWIlq7QV

#gameon https://t.co‚Ä¶"
"397","Traded stuff in at EBGAMES and got an elite controller and red dead redemption (360) cmon backwards compatibility"
"398","RT @EBGamesCanada: Fire Emblem and Pokemon new 3DS editions are back in stock online! Limited quantities.

https://t.co/ultxrgLcSh"
"399","RT @EBGamesCanada: EB Games. PlayStation. Cineplex.  eSports. Call of Duty. Link for details: https://t.co/BdrWIlq7QV

#gameon https://t.co‚Ä¶"
"400","RT @EBGamesCanada: EB Games. PlayStation. Cineplex.  eSports. Call of Duty. Link for details: https://t.co/BdrWIlq7QV

#gameon https://t.co‚Ä¶"
"401","EB Games. PlayStation. Cineplex.  eSports. Call of Duty. Link for details: https://t.co/BdrWIlq7QV

#gameon https://t.co/J3OJwV4nLI"
"402","EB Games. PlayStation. Cineplex. Call of Duty. Cliquez sur le lien pour plus de d√©tails : 

https://t.co/lq6Oe1IWy3 https://t.co/hRiWRE76G9"
"403","J'ai trouv√© un POP de ""Tenth Doctor Regeneration"" chez EBGames, qui sort le 15 f√©vrier selon‚Ä¶ https://t.co/khC9Yyn56O"
"404","Went to EBGames with friends &amp; then got bubble tea~

The cashier at EB was a girl gamer too and we instantly bonded. https://t.co/SXsXaxexds"
"405","Been meaning to but my EbGames EDGE card is under someone elses name since it was a gift. Gonna try to get it changed to mine today"
"406","Canada | 20th Anniversary #Pokemon 3DS is back on @EBGamesCanada! https://t.co/Rh3W0i9bhR https://t.co/ljvXvaH5vA"
"407","RT @EBGamesCanada: Fire Emblem and Pokemon new 3DS editions are back in stock online! Limited quantities.

https://t.co/ultxrgLcSh"
"408","@EBGamesCanada YO EBGAMES THANKS FOR THE REPLY. PRECIATE YOU"
"409","RT @EBGamesCanada: Fire Emblem and Pokemon new 3DS editions are back in stock online! Limited quantities.

https://t.co/ultxrgLcSh"
"410","Fire Emblem and Pokemon new 3DS editions are back in stock online! Limited quantities.

https://t.co/ultxrgLcSh"
"411","Fire Emblem and Pokemon new 3DS editions are back in stock online! Limited quantities.

https://t.co/JypgtjIFjt"
"412","RT @EBGamesCanada: The EDGE VIP Weekend starts today! Get 2x the bonus trade credit just for being a member.

https://t.co/IomVvD48Zf https‚Ä¶"
"413","Until Feb 11: NBA 2K16 is $39.99 (50% off) @ EB Games - PS4: https://t.co/dGEzE9DUxu, X1: https://t.co/nD1dDWf9PY https://t.co/ChopW4KY8Z"
"414","@jodoras whoa, hey guys welcome to ebgames"
"415","@GameDealsCanada https://t.co/eX4919k4gF"
"416","RT @EBGamesCanada: The EDGE VIP Weekend starts today! Get 2x the bonus trade credit just for being a member.

https://t.co/IomVvD48Zf https‚Ä¶"
"417","The EDGE VIP Weekend starts today! Get 2x the bonus trade credit just for being a member.

https://t.co/IomVvD48Zf https://t.co/M85vtYLmhW"
"418","Bought a new plush Mew at Ebgames #pokemon #pokedoll #plush #pokemon20 #mew #ebgames #gamestop https://t.co/L7N3m0IFn8"
"419","Went to EBGames for my pre-order and Mew. Managed to not buy Pkm merch but got a Splatoon tee Ì†ΩÌ∏©"
